Kata,Bobot
berhantaran,-5
berhandai-handai,-3
berhamburan,-5
berhala,-4
berguyub,-3
bergurau senda,-4
bergurau,-4
bergundang,-5
berguncang,-5
bergumul,-4
bergumam,-3
bergulir,-3
bergulat,-4
berguguran,-3
berguam,-4
bergoyah,-4
bergosokan,-3
bergosok,-3
bergontok,-4
bergolak,-5
bergetar,-3
bergeser,-4
bergesel,-3
bergesek,-3
bergerombolan berkawanan,-4
bergerombol,-4
bergemuruh,-3
bergembung,-3
bergemam,-3
bergema,-4
bergelut,-4
bergelora,-2
bergelegak,-3
bergelanggang,-3
bergejolak,-3
bergaung,-3
bergaul,-3
bergas,-2
berganggang,-3
berganduh,-3
berganda,-3
bergamit,-3
bergajul,-5
bergairah,-3
bergaduh,-5
bergadang,-4
bergabung,-4
berenti,-3
berengsek,-5
berengsaan,-4
beregu,-3
beredak,-5
berduyun-duyun,-3
berdusta,-4
berduka,-5
berduaan,-3
berdosa,-4
berdompol,-4
berdikit-dikit,-3
berdiam,-3
berdesir,-2
berdesakan,-3
berderum,-4
berdenyut,-3
berdengus,-3
berdengung,-3
berdekus,-3
berdebat,-5
berdaulat,-3
berdasarkan,-4
berdarah dingin,-4
berdansa,-4
berdalih,-4
berdakwa,-4
bercura,-4
bercumbu-cumbu,-3
bercumbuan,-3
bercumbu,-4
bercucuran,-5
bercorak,-3
bercokol,-4
bercintaan,-3
bercikun-cikun,-5
bercerai-berai,-5
bercempera,-5
berceloteh,-4
bercelah,-3
bercekit,-4
bercekcok,-4
bercekak,-3
bercedera,-4
bercat,-3
bercaran,-4
bercakar-cakaran,-4
bercak,-5
berburuk,-4
berburu,-3
berbondong-bondong,-3
berbohong,-4
berbisa,-5
berbiak,-3
berbenturan,-4
berbelit-belit,-4
berbeda,-4
berbecak-becak,-3
berbayar,-3
berbantahan,-3
berbantah,-5
berbanding,-3
berbalik,-5
berbahaya,-4
berbadan dua,-3
berbabil,-4
berawan,-3
berat tulang,-4
berat telinga,-3
berat tangan,-4
berat pinggul,-2
berat otak,-4
berat kepala,-5
berat hati,-4
berat ekor,-4
berasimilasi,-3
berasak,-3
berapit,-4
berapat-rapat,-3
berantem,-4
berantara,-3
berantakan,-5
berantak,-4
beranjak,-3
berangsur,-3
berangsang,-5
berangkat,-4
berangkal,-3
beranggar lidah,-3
berangan,-3
berangai,-5
berang,-5
berandalan,-5
beranda,-3
beranang,-3
beranak pinak,-3
beranak cucu,-3
beranak bercucu,-3
beramuk-amukan,-4
beramuk,-4
berambu-rambu,-4
beralih bentuk,-3
beralih,-3
beralaskan,-4
beralasan,-4
berakhlak,-4
berakar,-3
berak air,-4
berak,-4
berair,-1
berahi,-5
beragam,-3
beraduk,-3
beradu mulut,-4
beradu lidah,-3
beradu,-4
beperkara,-4
beol,-5
benyot,-4
bentul,-3
bentrok,-5
bentang,-3
bentan,-4
bentakan,-5
bentak,-5
benjut,-4
bening,-4
benguk,-2
bengok,-4
bengkok,-4
bengkerap,-4
bengkak hati,-3
bengkak,-4
bengis,-5
bengap,-3
bengal,-4
bener,-1
bendung,-3
bendu,-4
bendoro,-4
benderang,-3
bendera,-3
bendel,-5
bencong,-5
benci,-5
bencat,-5
bencana,-5
benar,-4
benak kepala,-3
benah hati,-3
belulang,-3
belu-belai,-4
belot,-5
beloon,-3
belom,-1
beloh,-5
belit,-3
belis,-4
belinjo,-3
belingsat,-4
beling,-1
belia,-2
beleter,-4
belenggu,-3
belendung,-3
belembang,-5
belati,-4
belang,-5
belam,-3
belaka,-1
belah ketupat,-4
bekicot,-4
bekap,-3
bejat,-5
begundal,-3
beguk,-4
begu,-4
begitu saja,-2
beginian,-3
begana-begini,-4
begal,-5
begak,-3
begah,-2
begadang,-3
bedol,-4
bedeng,-3
bedel,-4
bedegong,-4
bedegap,-2
becus,-4
becek,-4
becak,-5
beber,-2
bebel,-5
bebat,-3
beban,-5
bebal,-3
bayu,-4
bayi,-3
bayar,-3
baya,-4
bawel,-4
bau tanah,-4
bau kencur,-4
bau,-4
batung-batung,-4
batuk-batuk,-4
batuk lelah,-4
batuk kering,-3
batuk kecil,-4
batuk darah,-4
batuk,-4
batu loncatan,-3
batu berdahak,-4
batu,-2
batil,-4
baterai,-3
batel,-4
batas waktu,-3
batas (waktu),-3
batas,-3
batang,-4
batalion,-5
batal,-5
bastar,-2
basmi,-5
baskom,-4
basi,-5
barzakh,-4
barua,-5
barkas,-5
baret,-3
bareng,-3
barbar,-5
bara,-3
bapet,-4
baperan,-4
baper,-4
banyol,-3
banyak omong,-4
banyak mulut,-4
banyak cincong,-4
banyak cakap,-4
banyak bicara,-3
banting,-3
bantet,-3
banteng,-3
bantar,-4
bantai,-5
bantah,-3
banjir,-4
bangsawan,-3
bangsat,-5
bangsal,-3
bangle,-4
bangkrut,-5
bangkot,-4
bangkit,-4
bangkang,-4
bangkai,-4
bangbung,-4
bangang,-3
bangan,-3
bandung,-1
bando,-4
bandit,-5
banding,-3
bandel,-5
bandar,-4
bandang,-4
banci,-5
bancang,-5
banat,-4
banal,-3
bambung,-3
bambu,-3
balur,-4
balung,-4
balkon,-3
balik gagang,-5
balik akal,-4
balik adab,-5
balik,-3
balesnya,-2
bales,-3
balela,-4
balas,-5
balairung,-3
balai,-3
bala bencana,-5
baktau,-5
bajing,-5
bajak,-4
bait,-3
bain,-2
baiat,-3
bahtera,-3
bahlul,-5
bahaya,-4
bahala,-3
bagal,-3
bagaimana pun,-2
badung,-4
badmood,-4
badan,-3
badai,-4
bad,-4
bacot,-4
bacok,-4
bacar mulut,-4
babu,-5
bablas,-5
babil,-4
babi,-4
babar,-1
babak,-4
bab,-4
azimat,-4
azab,-5
ayunan,-3
ayun,-3
ayat,-4
ayal,-3
awut-awutan,-5
awut,-4
awur,-4
awi,-3
awas,-3
awan kelabu,-3
awa-,-3
auta,-4
aus,-5
aurat,-2
aur,-3
atut,-2
atur,-4
atribut,-3
atresia,-3
atraktif,-2
ati,-3
aswad,-4
asusila,-5
asumsi,-3
asuh,-2
astaghfirullah,-3
astagfirulloh,-4
astagfirullah,-4
aspiran,-5
asosiasi,-4
asor,-5
asmara,-4
asih,-1
asid,-5
asfal,-5
asasi,-3
asan tak asan,-5
asam,-5
asal-asalan,-5
asal usul,-4
asak,-3
asaaaaaa,-3
arus udara,-4
aru-aru,-4
aru,-5
artistik,-2
artikel,-4
arsip,-5
armada,-5
arik,-3
argumen,-4
arca,-3
arbitrer,-5
aram,-3
apkiran,-4
apkir,-4
apiun,-3
apit,-3
api-api,-4
api,-2
apes,-5
apek,-4
apatis,-5
apasih,-4
apasi,-3
apas,-3
aparatus,-3
aparat,-3
apanya,-3
apalah,-2
apaan,-4
anyir,-4
anut,-3
anugerah,-1
anu,-5
antusias,-3
antun,-3
antuk,-4
antitesis,-3
antisipasi,-1
antipati,-3
anti,-2
antem,-4
antek,-3
antap,-5
antagonisme,-4
anom,-4
anjuran,-2
anjur,-2
anjungan,-3
anjlok,-4
anjis,-1
anjir,-3
anjing tanah,-5
anjing,-4
anjg,-5
anjer,-3
anjeng,-5
anjak,-3
aniaya,-4
anglo,-4
angkup,-3
angkot,-1
angkatan,-5
angkat topi,-4
angkat tangan,-5
angit,-5
angin lalu,-5
angguran,-4
anggur,-4
anggota,-3
anggara,-4
anggai,-3
anekdot,-4
aneh,-4
andeka,-3
ancaman,-4
ancam,-4
ancai,-5
anarki,-4
analitis,-4
anak pinak,-3
anak penak,-3
anak cucu,-3
anak bukit,-4
anak bedil,-3
anak bawang,-2
anak air,-4
amuk,-5
amtenar,-3
ampel,-3
ampas kopi,-2
ampas (kopi),-2
ampas,-3
ampai,-4
amoral,-3
amor,-4
amit,-4
ametis,-4
amburadul,-5
ambruk,-5
ambles,-4
amblas,-3
ambiguitas,-5
ambigu,-3
ambau,-5
ambalan,-4
ambai,-5
amatin,-2
amat sangat,-3
amarah,-5
amandel,-5
amah,-5
alur,-4
alpa,-3
alone,-3
alobar,-4
alku,-5
alkisah,-4
aliran udara,-1
alir udara,-1
aliansi,-4
alergi,-3
albumnya,-2
album,-2
alay,-4
alat vital,-2
alat negara,-3
alat kelamin,-3
alangkah,-2
alamiah,-3
alai-belai,-3
alah,-4
aksioma,-3
aksa,-4
akik,-3
akibat,-3
akas,-2
akar,-3
ajuk,-5
aju,-3
aji,-3
ajar,-3
ajang,-3
ajal,-4
air liur,-2
ain,-5
aiku,-5
aib,-5
ahmak,-3
agen rahasia,-3
agen,-3
agar,-3
afiliasi,-4
afeksi,-2
aduk,-3
aduh,-3
adu,-3
adon,-4
adimarga,-4
adiktif,-4
adegan,-4
addict,-3
adang,-3
acuh tak acuh,-3
acu,-4
acoan,-5
aco-acoan,-5
acau,-4
acak-acakan,-5
acak,-5
abur,-5
abuk,-3
abu-abu,-2
abu,-2
absurd,-2
absorpsi,-1
abses,-4
absen,-3
aborsi,-3
abolisi,-3
abnormalitas,-4
abis,-2
abg,-2
abdi negara,-3
abar-abar,-5
abaikan,-2
abai,-3
aba-aba,-3
aahh,-3
(tua) uzur,-3
(olahraga) bokser,-5
(barang) bekas,-4
larang,-3
cakah,-3
ee,-5
jara,-5
jaraa,-5
kada,-3
kd,-3
hirang,-5
hirangg,-5
karas,-4
pahit,-5
mengenai,-2
melarangi,-2
perangutan,-5
lunuh,-1
serabaan,-4
liwar,-4
sawat,-4
bekarak,-5
rigat,-5
muyak,-5
uyuh,-5
sangkal,-5
penyarikan,-4
sarik,-5
mantah,-5
kujuk,-4
tampias,-3
kelawasan,-4
haur,-3
iyuh,-4
lanji,-5
harat,-3
meleber,-5
supan,-4
bulikan,-3
bulik,-3
bulang,-4
kadada,-3
kdd,-3
bonor,-1
kolestrol,-4
lama,-5
lamaa,-5
lamaaa,-5
gak,-5
non,-3
no,-3
b,-5
jeraaaaaaa,-4
jack,-5
takutan,-4
mengeluarkan,-3
kecewa,-3
lws,-4
uneg,-4
komen,-4
komenny,-4
nasib,-3
hangittt,-5
biawak,-4
bakarak,-5
unek,-4
buaya,-4
mentah,-5
marigat,-5
ampihan,-3
prengat,-5
prengut,-5
merangut,-5
bajakkk,-4
besisa,-4
g,-4
garing,-5
telattttttt,-5
angut,-5
ngalih,-3
lawass,-5
lawasss,-5
rigatt,-5
lwas,-5
meraju,-5
dmurni,-5
murni,-5
timbul,-4
lmbattttt,-5
raum,-4
nunggu,-5
nungguny,-5
membuliki,-5
bekuridak,-5
kuridak,-5
tejarai,-5
lws,-4
sekali,-4
mahangit,-5
sunyi,-3
salang,-4
nunggui,-4
pokok,-1
tambak,-3
gilir,-2
kyp,-3
wi,-4
uji,-2
hdglah,-2
mamai,-5
mehdg,-2
saurang,-3
bosan,-4
tantrum,-5
sorang,-5
bejaja,-5
asa,-2
malah,-3
kaitu,-3
ceritanyaaa,-3
kaloo,-3
mungkin,-3
harang,-5
ga,-3
gk,-3
lambat,-5
gosong,-5
sabar,-2
yaaa,-4
sdikit,-4
debat,-3
kda,-5
lamaaaaas,-4
lamas,-4
lemas,-4
kok,-1
firaun,-5
ngutang,-4
tagih,-3
papa,-1
menjajahh,-4
menjajah,-4
nyembeti,-5
beasa,-4
tipisssss,-4
setipisss,-4
ciduk,-3
slaah,-4
slah,-4
slh,-4
salh,-4
tecudik,-3
siiiihhhhh,-1
blm,-5
belum,-4
belumm,-2
gassak,-5
jkny,-1
syngnya,-3
kamalaman,-5
jauuhhhhh,-4
bohoong,-5
co,-1
cok,-1
heran,-5
klparan,-5
kalaparan,-5
myyarik,-5
zack,-5
byr,-1
bayar,-1
jaka,-2
jka,-2
menkuni,-3
tebuat,-3
ajaa,-4
ha,-3
ja,-3
jaa,-5
mental,-5
benah,-5
kaah,-4
hujan,-4
musim,-4
mhdg,-2
tesunyi,-5
keteter,-5
musang,-5
sdkit,-5
mehdangi,-2
mahadang,-2
mahadangi,-2
mhdanh,-2
mhdngi,-2
mhdgi,-2
mehadanginya,-5
mehadangi,-5
hampir,-1
tmbk,-5
grang,-5
dikomplen,-5
pulang,-5
kulkas,-5
haluan,-5
kolam,-5
mancing,-2
kira,-3
katam,-3
tanam,-3
bina,-5
tinggal,-5
x,-5
skip,-5
terlalu,-5
allah,-3
rupa,-5
cancel,-5
swat,-5
kelahi,-5
lewat,-5
pina,-2
prepare,-5
bdhulu,-5
duluuu,-5
ganti,-5
salfok,-5
lambung,-3
sangkaya,-5
tuhh,-2
pandak,-5
gelas,-5
ashar,-4
macet,-5
mantan,-3
kandang,-3
bekal,-4
soal,-4
hxar,-4
tak,-5
serba,-5
endwul,-1
bawah,-4
kesasar,-5
mbawa,-5
mbwa,-5
rumah,-2
kisik,-4
kstu,-4
hnyar,-5
iroh,-5
teguring,-3
guring,-3
mending,-4
topppp,-4
kkytu,-2
bebanam,-2
terminal,-5
basah,-3
lalat,-5
mun,-3
binjau,-5
sekira,-5
pelopor,-5
mandi,-3
keluh,-5
lucut,-5
zonk,-5
yaallah,-3
dprd,-5
tangkap,-5
hirangnya,-5
bedulakan,-5
moduss,-5
besisaa,-4
padlan,-5
gabisa,-3
gakbisa,-3
kuranng,-5
kalo,-3
klo,-3
eneg,-4
pucet,-4
diabetes,-5
eww,-5
over,-4
gula,-4
bgl,-5
parai,-3
minyak,-5
manis,-4
kemanisan,-5
luuaaaamaaaa,-5
blum,-4
